step,agent,post,peers,perspective,polarity,salience
0,0,"{'type': 'con', 'text': ""Inappropriate recreational drug use has negative health consequences. That's why drugs should remain illegal.""}","[19, 6, 18, 4, 14, 11, 8, 7, 5, 1, 0]",[],0.6187016042260569,9.517946562306118
0,1,"{'type': 'pro', 'text': 'The illegal trade is already there. The legal trade would just drain their customer base. For criminal trade to survive in those conditions it would have to have either cheaper prices or better product. These are not easily achieved agains big corporations. At least the competition would seriously damage their overheads.'}","[5, 15, 9, 14, 16, 12, 13, 1, 0, 17]",[],0.6187016042260569,9.517946562306118
0,2,"{'type': 'con', 'text': 'Tobacco farming before abolition was [done by slaves](https://en.wikipedia.org/wiki/Tobacco_in_the_American_colonies). So legalization of drugs is a really bad idea.'}","[13, 2, 14, 9, 15, 5, 12, 18, 8, 16]",[],0.6187016042260569,9.517946562306118
0,3,"{'type': 'pro', 'text': 'Legalization will help law enforcement agencies.'}","[12, 1, 10, 15, 14, 19, 8, 13, 2, 4, 3]",[],0.6187016042260569,9.517946562306118
0,4,"{'type': 'con', 'text': ""It's always going to be cheaper to produce a product legally. Legal producers don't have to worry about having their stuff stolen by police and can do all their transactions in the legal market which is much more efficient and cheaper.""}","[4, 1, 13, 8, 2, 7, 18, 16, 14, 5]",[],0.6187016042260569,9.517946562306118
0,5,"{'type': 'con', 'text': 'Legalizing drugs should not be a prerequisite for better education. I think drugs should remain illegal.'}","[3, 9, 17, 0, 10, 14, 19, 12, 13, 11, 5]",[],0.6187016042260569,9.517946562306118
0,6,"{'type': 'pro', 'text': 'It is better to educate people on how to use valuable-yet-dangerous things safely than to ban their use entirely.'}","[16, 18, 1, 9, 8, 17, 2, 10, 7, 5, 6]",[],0.6187016042260569,9.517946562306118
0,7,"{'type': 'pro', 'text': 'Drugs being legalized would allow the injured victims \\(or their heirs\\) of fraudulently/irresponsibly cut/marketed drugs to legally and publicly sue the manufacturer/distributor for damages, thereby using market pressures to better assure product/service quality/safety. So all drugs should be legal.'}","[8, 15, 17, 14, 6, 3, 2, 9, 12, 5, 7]",[],0.6187016042260569,9.517946562306118
0,8,"{'type': 'pro', 'text': ""Without the effect of the forbidden fruit, drugs would not be 'cool' anymore \\(subcultures, arts, musicians, writers, etc.\\). Removing this effect would minimize the number of people who use drugs because they feel insecure or want to belong in a group.""}","[14, 19, 6, 10, 11, 3, 18, 7, 16, 12, 8]",[],0.6187016042260569,9.517946562306118
0,9,"{'type': 'pro', 'text': 'If the pursuit of freedom and promotion of liberty are goals of a state, then the laws surrounding drug use are incompatible with freedom and liberty.'}","[13, 0, 9, 14, 12, 16, 17, 15, 1, 6]",[],0.6187016042260569,9.517946562306118
0,10,"{'type': 'con', 'text': 'A part of the ""forbidden fruit"" effect is that drugs provide short-term benefit \\(the ""high""\\) in exchange for long-term cost \\(negative health impacts\\).'}","[16, 7, 9, 18, 6, 17, 10, 11, 13, 8]",[],0.6187016042260569,9.517946562306118
0,11,"{'type': 'pro', 'text': '[Shooting galleries](https://en.wikipedia.org/wiki/Supervised_injection_site) could be provided by the government as a safe environment for those requiring them. I believe all drugs should be legal.'}","[2, 6, 5, 10, 18, 17, 16, 11, 0, 8]",[],0.6187016042260569,9.517946562306118
0,12,"{'type': 'con', 'text': 'Many Canadian cigarettes are [smuggled back](https://www.publicsafety.gc.ca/cnt/rsrcs/pblctns/archive-stts-cntrbnd-tbcc/index-en.aspx) into Canada.'}","[4, 1, 10, 16, 6, 2, 15, 12, 5, 13]",[],0.6187016042260569,9.517946562306118
0,13,"{'type': 'pro', 'text': '[Alcohol](https://theconversation.com/alcohol-leads-to-more-violence-than-other-drugs-but-youd-never-know-from-the-headlines-72281) is responsible for more violence and harm than any other drug.'}","[3, 13, 1, 7, 9, 8, 5, 16, 10, 11]",[],0.6187016042260569,9.517946562306118
0,14,"{'type': 'pro', 'text': 'The cost of alcohol was roughly 3 times higher during prohibition than compared to previous prices \\([pg. 7](http://www.nber.org/papers/w3675.pdf)\\). So legalization of drugs is a pretty good idea.'}","[6, 4, 0, 10, 7, 16, 8, 5, 1, 12, 14]",[],0.6187016042260569,9.517946562306118
0,15,"{'type': 'pro', 'text': 'This argument is prematurely claiming that the means \\(the legislation of drugs\\) is immoral. Whether it is moral or immoral should be decided after it has already happened and we can measure the impact on our society.'}","[17, 6, 1, 9, 4, 11, 0, 15, 7, 8]",[],0.6187016042260569,9.517946562306118
0,16,"{'type': 'pro', 'text': ""Legalising drug use would not significantly increase the consumption of drugs. That's why all drugs should be legal.""}","[16, 17, 18, 6, 11, 9, 19, 2, 5, 7]",[],0.6187016042260569,9.517946562306118
0,17,"{'type': 'pro', 'text': '""Giving up"" is preferable to endlessly pursuing an unobtainable goal.'}","[10, 6, 19, 1, 2, 17, 11, 13, 4, 12]",[],0.6187016042260569,9.517946562306118
0,18,"{'type': 'pro', 'text': 'Drugs could be legalised in government shops in which they could be administered through government pharmacists. This would allow governments to control access, much like the [Swedish alcohol trade](https://en.wikipedia.org/wiki/Systembolaget).'}","[7, 9, 10, 0, 19, 13, 12, 3, 16, 6, 18]",[],0.6187016042260569,9.517946562306118
0,19,"{'type': 'pro', 'text': 'Legalisation of drugs allows for them to be regulated by the state and sold directly to the consumer, increasing purity. I believe all drugs should be legal.'}","[11, 3, 8, 15, 0, 12, 19, 6, 16, 13]",[],0.6187016042260569,9.517946562306118
1,0,"{'type': 'pro', 'text': ""It doesn't mean that we should endanger people and harm them in order for them to not feel safe. So all drugs should be legal.""}","[19, 6, 18, 4, 14, 11, 8, 7, 5, 1, 0]","[{'pst': (0, 4), 'tst': 0}, {'pst': (0, 6), 'tst': 0}, {'pst': (0, 8), 'tst': 0}, {'pst': (0, 0), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 1), 'tst': 0}, {'pst': (0, 5), 'tst': 0}, {'pst': (0, 11), 'tst': 0}]",0.42790597081403053,5.8287127176176
1,1,"{'type': 'con', 'text': 'Drug prohibition might be inspired by some kind of racism but abandoning it would not necessarily mean an improvement of the situation for those incarcerated or addicted to drugs. There are still many other systematic racial issues unrelated to drug prohibition.'}","[5, 15, 9, 14, 16, 12, 13, 1, 0, 17]","[{'pst': (0, 13), 'tst': 0}, {'pst': (0, 0), 'tst': 0}, {'pst': (0, 14), 'tst': 0}, {'pst': (0, 12), 'tst': 0}, {'pst': (0, 15), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 9), 'tst': 0}, {'pst': (0, 1), 'tst': 0}]",0.42589742028555644,6.059950584476804
1,2,"{'type': 'pro', 'text': 'Date-rape drugs are controlled presently. The current prohibition has not hindered the occurrence of date rape.'}","[13, 2, 14, 9, 15, 5, 12, 18, 8, 16]","[{'pst': (0, 15), 'tst': 0}, {'pst': (0, 12), 'tst': 0}, {'pst': (0, 13), 'tst': 0}, {'pst': (0, 8), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 14), 'tst': 0}, {'pst': (0, 2), 'tst': 0}]",0.5212822825037255,6.982793952020678
1,3,"{'type': 'pro', 'text': 'The only way to know if the related compound acts the same is by doing the research that was banned in the first place. So legalization of drugs is a pretty good idea.'}","[12, 1, 10, 15, 14, 19, 8, 13, 2, 4, 3]","[{'pst': (0, 2), 'tst': 0}, {'pst': (0, 15), 'tst': 0}, {'pst': (0, 3), 'tst': 0}, {'pst': (0, 1), 'tst': 0}, {'pst': (0, 12), 'tst': 0}, {'pst': (0, 19), 'tst': 0}, {'pst': (0, 14), 'tst': 0}, {'pst': (0, 10), 'tst': 0}]",0.5146764444934224,7.4739417016748195
1,4,"{'type': 'pro', 'text': ""Legalization will not drastically affect drug use. That's why all drugs should be legal.""}","[4, 1, 13, 8, 2, 7, 18, 16, 14, 5]","[{'pst': (0, 5), 'tst': 0}, {'pst': (0, 2), 'tst': 0}, {'pst': (0, 1), 'tst': 0}, {'pst': (0, 4), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 13), 'tst': 0}, {'pst': (0, 8), 'tst': 0}, {'pst': (0, 18), 'tst': 0}]",0.5335014215888091,6.328717491492017
1,5,"{'type': 'pro', 'text': 'Historically, the US government has released inaccurate or untruthful information about drugs in an attempt to stop the public from using them. I believe legalization of drugs is a pretty good idea.'}","[3, 9, 17, 0, 10, 14, 19, 12, 13, 11, 5]","[{'pst': (0, 14), 'tst': 0}, {'pst': (0, 11), 'tst': 0}, {'pst': (0, 5), 'tst': 0}, {'pst': (0, 3), 'tst': 0}, {'pst': (0, 12), 'tst': 0}, {'pst': (0, 19), 'tst': 0}, {'pst': (0, 9), 'tst': 0}, {'pst': (0, 10), 'tst': 0}]",0.4195492752239225,6.046631498651223
1,6,"{'type': 'con', 'text': 'Having any positive impacts at all is not to be conflated with being a net positive, or fully positive.'}","[16, 18, 1, 9, 8, 17, 2, 10, 7, 5, 6]","[{'pst': (0, 9), 'tst': 0}, {'pst': (0, 2), 'tst': 0}, {'pst': (0, 1), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 17), 'tst': 0}, {'pst': (0, 5), 'tst': 0}, {'pst': (0, 8), 'tst': 0}]",0.3337030132813554,5.29683659681064
1,7,"{'type': 'pro', 'text': '[Cocaine](https://en.wikipedia.org/wiki/Drug_harmfulness#/media/File:HarmCausedByDrugsTable.svg) is less harmful than alcohol, and only slightly more addictive. I think legalization of drugs is a pretty good idea.'}","[8, 15, 17, 14, 6, 3, 2, 9, 12, 5, 7]","[{'pst': (0, 12), 'tst': 0}, {'pst': (0, 9), 'tst': 0}, {'pst': (0, 2), 'tst': 0}, {'pst': (0, 15), 'tst': 0}, {'pst': (0, 3), 'tst': 0}, {'pst': (0, 17), 'tst': 0}, {'pst': (0, 14), 'tst': 0}, {'pst': (0, 7), 'tst': 0}]",0.6404970613168476,5.176693437475368
1,8,"{'type': 'pro', 'text': 'The cost of alcohol was roughly 3 times higher during prohibition than compared to previous prices \\([pg. 7](http://www.nber.org/papers/w3675.pdf)\\). So legalization of drugs is a pretty good idea.'}","[14, 19, 6, 10, 11, 3, 18, 7, 16, 12, 8]","[{'pst': (0, 19), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 10), 'tst': 0}, {'pst': (0, 3), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 12), 'tst': 0}, {'pst': (0, 8), 'tst': 0}, {'pst': (0, 7), 'tst': 0}]",0.682127219327239,5.902700892994428
1,9,"{'type': 'con', 'text': 'Legalisation will at length normalize drug use, which can lead to excess use as with alcohol \\(drinking games, binge drinking\\) which can be far more dangerous when done with hard drugs.'}","[13, 0, 9, 14, 12, 16, 17, 15, 1, 6]","[{'pst': (0, 14), 'tst': 0}, {'pst': (0, 17), 'tst': 0}, {'pst': (0, 6), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 9), 'tst': 0}, {'pst': (0, 13), 'tst': 0}, {'pst': (0, 1), 'tst': 0}, {'pst': (0, 15), 'tst': 0}]",0.5501902330733041,7.864930467092986
1,10,"{'type': 'con', 'text': '[In German law](http://www.emcdda.europa.eu/countries/drug-reports/2018/germany/drug-laws-and-drug-law-offences_en), the use of drugs is not mentioned as a legal offense.'}","[16, 7, 9, 18, 6, 17, 10, 11, 13, 8]","[{'pst': (0, 8), 'tst': 0}, {'pst': (0, 7), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 13), 'tst': 0}, {'pst': (0, 17), 'tst': 0}, {'pst': (0, 9), 'tst': 0}, {'pst': (0, 10), 'tst': 0}, {'pst': (0, 6), 'tst': 0}]",0.5757810832278785,5.20878618641582
1,11,"{'type': 'pro', 'text': 'Many [deaths](http://www.bbc.com/news/uk-24581947) attributed to ecstasy \\(or MDMA\\) use are actually caused by other, unwanted ingredients.'}","[2, 6, 5, 10, 18, 17, 16, 11, 0, 8]","[{'pst': (0, 16), 'tst': 0}, {'pst': (0, 5), 'tst': 0}, {'pst': (0, 17), 'tst': 0}, {'pst': (0, 2), 'tst': 0}, {'pst': (0, 10), 'tst': 0}, {'pst': (0, 6), 'tst': 0}, {'pst': (0, 0), 'tst': 0}, {'pst': (0, 18), 'tst': 0}]",0.3114155447382446,5.714018449598848
1,12,"{'type': 'pro', 'text': 'Drug users are detained along with violent criminals.'}","[4, 1, 10, 16, 6, 2, 15, 12, 5, 13]","[{'pst': (0, 6), 'tst': 0}, {'pst': (0, 10), 'tst': 0}, {'pst': (0, 5), 'tst': 0}, {'pst': (0, 1), 'tst': 0}, {'pst': (0, 13), 'tst': 0}, {'pst': (0, 4), 'tst': 0}, {'pst': (0, 15), 'tst': 0}, {'pst': (0, 2), 'tst': 0}]",0.3746717931752627,4.61449007648008
1,13,"{'type': 'con', 'text': 'Allowing people to become addicted merely so we can understand addiction is socially and medically irresponsible. I believe legalization of drugs is a really bad idea.'}","[3, 13, 1, 7, 9, 8, 5, 16, 10, 11]","[{'pst': (0, 8), 'tst': 0}, {'pst': (0, 9), 'tst': 0}, {'pst': (0, 5), 'tst': 0}, {'pst': (0, 13), 'tst': 0}, {'pst': (0, 11), 'tst': 0}, {'pst': (0, 10), 'tst': 0}, {'pst': (0, 7), 'tst': 0}, {'pst': (0, 1), 'tst': 0}]",0.5313841727995148,3.879837016521946
