step,agent,post,peers,perspective,polarity,salience
0,0,"{'type': 'con', 'text': ""A lack of visible violence doesn't mean that companies are not behaving in a manner which is damaging to society. That's why drugs should remain illegal.""}","[19, 10, 6, 17, 8, 12, 2, 16, 3, 4, 0]",[],0.6187016042260569,9.517946562306118
0,1,"{'type': 'con', 'text': 'Cocaine, a commonly-used illegal drug, has [multiple negative health effects](https://en.wikipedia.org/wiki/Cocaine_intoxication) on the user.'}","[15, 8, 17, 9, 4, 11, 18, 10, 14, 7, 1]",[],0.6187016042260569,9.517946562306118
0,2,"{'type': 'pro', 'text': 'Numerous events have an equal impact on moral judgments; This should not be the reason for the ban on drug use. I think legalization of drugs is a pretty good idea.'}","[13, 3, 9, 5, 12, 18, 11, 19, 1, 10, 2]",[],0.6187016042260569,9.517946562306118
0,3,"{'type': 'con', 'text': 'Since drug addicts have an impaired sense of \\(rational\\) judgement, drug addiction is detrimental to personal autonomy.'}","[17, 15, 3, 13, 4, 2, 9, 19, 14, 6]",[],0.6187016042260569,9.517946562306118
0,4,"{'type': 'pro', 'text': ""When drugs are legalised, people who are addicted may feel more comfortable seeking help and support as they won't be viewed as criminals in the way they currently are. I believe all drugs should be legal.""}","[10, 17, 9, 0, 16, 18, 19, 5, 1, 8, 4]",[],0.6187016042260569,9.517946562306118
0,5,"{'type': 'con', 'text': ""This is an argument of the ends justifying the means. The government could generate more income by simply taking everyone's money by force - that doesn't make it a good choice. I believe legalization of drugs is a really bad idea.""}","[16, 1, 3, 4, 12, 0, 18, 14, 8, 9, 5]",[],0.6187016042260569,9.517946562306118
0,6,"{'type': 'pro', 'text': ""A change in the law to deny all those who suffer self inflicted physical ill-health or mental trauma, including junkies, free access to the N.H.S., would, or at least should jolt the pleasure seekers out of their surreal world in which they enjoy a ''free ride''.""}","[7, 10, 15, 3, 13, 0, 4, 8, 17, 1, 6]",[],0.6187016042260569,9.517946562306118
0,7,"{'type': 'con', 'text': ""The effects of different drugs play a role in the daily spending habits of drug users; thus more commonplace usage may change people's spending patterns in a way that negatively affects the economy.""}","[12, 5, 14, 2, 8, 4, 17, 6, 7, 3]",[],0.6187016042260569,9.517946562306118
0,8,"{'type': 'pro', 'text': 'Legalizing drugs would significantly decrease social stigma and discrimination against users who have been incarcerated for employment and education opportunities.'}","[17, 11, 16, 4, 5, 14, 7, 13, 2, 12, 8]",[],0.6187016042260569,9.517946562306118
0,9,"{'type': 'pro', 'text': ""Prohibition clearly isn't enough either, and all but ensures that honest education and information becomes impossible, making it exaggerated and ineffective.""}","[3, 2, 7, 13, 12, 0, 4, 17, 19, 8, 9]",[],0.6187016042260569,9.517946562306118
0,10,"{'type': 'pro', 'text': 'While neither seems acceptable, most would rather face prejudice than prison. I think legalization of drugs is a pretty good idea.'}","[15, 5, 14, 8, 0, 6, 2, 10, 1, 7]",[],0.6187016042260569,9.517946562306118
0,11,"{'type': 'con', 'text': 'The legalisation of drugs may lead to children trying and becoming involved with drugs at a younger age.'}","[0, 14, 10, 15, 6, 12, 8, 3, 5, 16, 11]",[],0.6187016042260569,9.517946562306118
0,12,"{'type': 'con', 'text': 'One can imagine that an inebriated cannabis user may leave the house less often and therefore spend less money. I think drugs should remain illegal.'}","[13, 0, 11, 19, 9, 6, 3, 15, 7, 10, 12]",[],0.6187016042260569,9.517946562306118
0,13,"{'type': 'pro', 'text': 'Criminals will have to either adapt or lose the income that prevents their other crimes from catching up with them.'}","[13, 16, 2, 19, 10, 11, 18, 15, 3, 0]",[],0.6187016042260569,9.517946562306118
0,14,"{'type': 'con', 'text': 'Individuals who seek out ""forbidden"" activities will still seek that thrill and choose other illegal and possibly more dangerous activities to participate in. I think drugs should remain illegal.'}","[10, 12, 0, 14, 9, 16, 18, 11, 3, 13]",[],0.6187016042260569,9.517946562306118
0,15,"{'type': 'pro', 'text': 'Drug use is not the same as drug addiction.'}","[14, 1, 0, 16, 4, 15, 17, 8, 10, 7]",[],0.6187016042260569,9.517946562306118
0,16,"{'type': 'pro', 'text': ""Individuals who do not seek out dangerous activities shouldn't be punished for those who do. I think all drugs should be legal.""}","[10, 14, 9, 4, 15, 1, 16, 8, 11, 13]",[],0.6187016042260569,9.517946562306118
0,17,"{'type': 'pro', 'text': ""As long as the taxes don't surpass the higher costs of the black market businesses, there is no reason to believe that legal drugs would be more expensive. I believe legalization of drugs is a pretty good idea.""}","[15, 2, 19, 0, 12, 4, 16, 18, 5, 1, 17]",[],0.6187016042260569,9.517946562306118
0,18,"{'type': 'pro', 'text': 'Specialists working for the government could provide the necessary education on the subject of responsible substance use. I think legalization of drugs is a pretty good idea.'}","[5, 6, 14, 17, 3, 19, 8, 4, 1, 18]",[],0.6187016042260569,9.517946562306118
0,19,"{'type': 'pro', 'text': '[Mexico](https://www.globalresearch.ca/destabilizing-mexico/12707) has been destabilized by drug cartel activities such as lawlessness, kidnappings, increasing corruption and frequent assassinations.'}","[2, 13, 18, 10, 0, 15, 11, 14, 9, 5, 19]",[],0.6187016042260569,9.517946562306118
1,0,"{'type': 'con', 'text': 'Having any positive impacts at all is not to be conflated with being a net positive, or fully positive.'}","[19, 10, 6, 17, 8, 12, 2, 16, 3, 4, 0]","[{'pst': (0, 16), 'tst': 0}, {'pst': (0, 8), 'tst': 0}, {'pst': (0, 19), 'tst': 0}, {'pst': (0, 2), 'tst': 0}, {'pst': (0, 0), 'tst': 0}, {'pst': (0, 12), 'tst': 0}, {'pst': (0, 6), 'tst': 0}, {'pst': (0, 17), 'tst': 0}]",0.39698771968142704,6.123269531802399
1,1,"{'type': 'con', 'text': 'Legalizing all drugs will lead to much larger societal rifts: Drug usage is higher among the poor and socially marginalized, which in turn makes their condition worse.'}","[15, 8, 17, 9, 4, 11, 18, 10, 14, 7, 1]","[{'pst': (0, 10), 'tst': 0}, {'pst': (0, 4), 'tst': 0}, {'pst': (0, 9), 'tst': 0}, {'pst': (0, 11), 'tst': 0}, {'pst': (0, 17), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 15), 'tst': 0}, {'pst': (0, 8), 'tst': 0}]",0.6187016042260569,9.517946562306118
1,2,"{'type': 'pro', 'text': ""It's not a given that the low well-being of drug users' families are a result of the drug use. The confounding variable is likely mental health issues. It's possible \\(and sometimes preferable\\) to solve the mental health issues, while not stopping the drug use.""}","[13, 3, 9, 5, 12, 18, 11, 19, 1, 10, 2]","[{'pst': (0, 9), 'tst': 0}, {'pst': (0, 13), 'tst': 0}, {'pst': (0, 11), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 19), 'tst': 0}, {'pst': (0, 1), 'tst': 0}, {'pst': (0, 12), 'tst': 0}, {'pst': (0, 2), 'tst': 0}]",0.631503212039185,7.701399576985399
1,3,"{'type': 'con', 'text': 'Tracing the rapist after the rape does not undo the rape itself, as the harm was already done.'}","[17, 15, 3, 13, 4, 2, 9, 19, 14, 6]","[{'pst': (0, 13), 'tst': 0}, {'pst': (0, 15), 'tst': 0}, {'pst': (0, 3), 'tst': 0}, {'pst': (0, 6), 'tst': 0}, {'pst': (0, 19), 'tst': 0}, {'pst': (0, 2), 'tst': 0}, {'pst': (0, 14), 'tst': 0}, {'pst': (0, 9), 'tst': 0}]",0.6256136520191375,6.586811393780161
1,4,"{'type': 'pro', 'text': 'Right now \\(2019\\) children [as young as eight](https://www.channel5.com/show/8-years-old-and-smuggling-drugs/) are involved in the drug trade. This would not be allowed in a regulated market. I believe all drugs should be legal.'}","[10, 17, 9, 0, 16, 18, 19, 5, 1, 8, 4]","[{'pst': (0, 1), 'tst': 0}, {'pst': (0, 17), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 8), 'tst': 0}, {'pst': (0, 19), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 10), 'tst': 0}, {'pst': (0, 9), 'tst': 0}]",0.6074063212617099,7.25065332829849
1,5,"{'type': 'pro', 'text': 'Specialists working for the government could provide the necessary education on the subject of responsible substance use. I think legalization of drugs is a pretty good idea.'}","[16, 1, 3, 4, 12, 0, 18, 14, 8, 9, 5]","[{'pst': (0, 9), 'tst': 0}, {'pst': (0, 0), 'tst': 0}, {'pst': (0, 8), 'tst': 0}, {'pst': (0, 14), 'tst': 0}, {'pst': (0, 3), 'tst': 0}, {'pst': (0, 16), 'tst': 0}, {'pst': (0, 18), 'tst': 0}, {'pst': (0, 1), 'tst': 0}]",0.3709929661470849,5.052755406571378
